latency_ns
23625.00
23833.33
23958.33
26166.67
26166.67
27583.33
27625.00
27625.00
27666.67
29541.67
29541.67
29625.00
29583.33
29583.33
29583.33
29625.00
29666.67
31000.00
30958.33
30958.33
30875.00
30916.67
30958.33
30916.67
31000.00
30958.33
31000.00
31041.67
31041.67
31083.33
31083.33
31125.00
31125.00
36041.67
36083.33
36041.67
36125.00
36125.00
36125.00
36083.33
36125.00
36083.33
36166.67
36166.67
36166.67
36250.00
36250.00
36291.67
36333.33
36375.00
36375.00
36416.67
36416.67
36458.33
36416.67
36500.00
36500.00
36500.00
36541.67
36541.67
36625.00
36625.00
36625.00
36666.67
36708.33
44250.00
44208.33
44291.67
44250.00
44333.33
44291.67
44375.00
44416.67
44458.33
44500.00
44500.00
44541.67
44541.67
44541.67
44625.00
44583.33
44541.67
44583.33
44625.00
44625.00
44708.33
44708.33
44750.00
44750.00
44750.00
44791.67
44791.67
44833.33
44875.00
44916.67
44750.00
44833.33
44833.33
44791.67
44833.33
44875.00
44875.00
44958.33
44916.67
44958.33
44916.67
44916.67
44958.33
44958.33
44958.33
45000.00
45000.00
45000.00
45000.00
45041.67
45000.00
45083.33
45083.33
45125.00
45083.33
45166.67
45125.00
45166.67
45166.67
45208.33
45166.67
45166.67
45166.67
45208.33
46125.00
46208.33
46250.00
46291.67
46291.67
46375.00
46375.00
46375.00
46375.00
46375.00
46416.67
46458.33
46458.33
46500.00
46500.00
46500.00
46541.67
46541.67
46541.67
46500.00
46541.67
46541.67
46541.67
46583.33
46583.33
46541.67
46625.00
46583.33
46625.00
46625.00
46666.67
46583.33
46625.00
46625.00
46666.67
46666.67
46666.67
46708.33
46750.00
46750.00
46750.00
46750.00
46833.33
46791.67
46791.67
46833.33
46833.33
46875.00
46916.67
46916.67
46916.67
46875.00
46916.67
46833.33
46875.00
46916.67
46916.67
46958.33
47000.00
46958.33
46958.33
47000.00
47083.33
47083.33
47125.00
47125.00
47208.33
47166.67
47208.33
47250.00
47208.33
47250.00
47291.67
47333.33
47333.33
47333.33
47416.67
47416.67
47458.33
47458.33
47500.00
47583.33
47583.33
47625.00
47666.67
47666.67
47708.33
47750.00
47791.67
47833.33
47791.67
47833.33
47875.00
47833.33
47916.67
47916.67
47958.33
48041.67
48041.67
48041.67
48041.67
48125.00
48083.33
48166.67
48208.33
48208.33
48208.33
48250.00
48291.67
48333.33
48333.33
48375.00
48416.67
48458.33
48416.67
48375.00
48375.00
48375.00
48375.00
48375.00
48416.67
48416.67
48416.67
48500.00
48500.00
48500.00
48500.00
48541.67
48791.67
48791.67
48791.67
48833.33
48791.67
48833.33
48791.67
48833.33
48875.00
48916.67
48875.00
48875.00
48875.00
48875.00
48833.33
48875.00
48958.33
48958.33
49000.00
49000.00
49041.67
49041.67
49125.00
49125.00
49166.67
49125.00
49208.33
49166.67
49208.33
49208.33
49291.67
49208.33
49291.67
49250.00
49291.67
49291.67
49375.00
49375.00
49416.67
49375.00
49416.67
49416.67
49458.33
49458.33
49458.33
49458.33
49500.00
49541.67
49541.67
49541.67
49583.33
49625.00
49708.33
49666.67
49666.67
49666.67
49708.33
49750.00
49708.33
49708.33
49791.67
49750.00
49791.67
49833.33
49833.33
49833.33
49916.67
49958.33
49958.33
50000.00
50041.67
50041.67
50041.67
50125.00
50041.67
50083.33
50041.67
50125.00
50083.33
