latency_ns
31791.67
34416.67
34500.00
34708.33
34750.00
36208.33
36208.33
36208.33
36250.00
38125.00
38125.00
38166.67
38166.67
38166.67
38166.67
38166.67
38250.00
39666.67
39708.33
39708.33
39708.33
39750.00
39750.00
39791.67
39791.67
39791.67
39791.67
39791.67
39791.67
39833.33
39833.33
39875.00
39916.67
50666.67
50708.33
50750.00
50750.00
50791.67
50791.67
50833.33
50833.33
50875.00
50875.00
50875.00
50875.00
50916.67
50916.67
50916.67
50916.67
50916.67
50916.67
50958.33
50958.33
51041.67
51083.33
51083.33
51083.33
51166.67
51208.33
51250.00
51250.00
51333.33
51375.00
51375.00
51375.00
65791.67
65833.33
65833.33
65875.00
65875.00
65875.00
65958.33
66000.00
66000.00
66083.33
66083.33
66125.00
66166.67
66166.67
66208.33
66250.00
66291.67
66333.33
66416.67
66458.33
66541.67
66583.33
66625.00
66666.67
66708.33
66708.33
66708.33
66708.33
66750.00
66750.00
66833.33
66875.00
66875.00
66916.67
66916.67
66916.67
66916.67
66916.67
66916.67
66916.67
66916.67
66916.67
66958.33
66958.33
66958.33
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67000.00
67041.67
67041.67
67041.67
67041.67
67041.67
67083.33
67333.33
67333.33
67375.00
67416.67
67458.33
67500.00
67583.33
67583.33
67583.33
67583.33
67625.00
67625.00
67666.67
67708.33
67750.00
67750.00
67750.00
67750.00
67750.00
67750.00
67750.00
67791.67
67791.67
67833.33
67833.33
67833.33
67833.33
67833.33
67833.33
67833.33
67875.00
67875.00
67875.00
67875.00
67875.00
67916.67
67916.67
67916.67
68000.00
68041.67
68125.00
68125.00
68166.67
68166.67
68208.33
68208.33
68208.33
68208.33
68208.33
68208.33
68208.33
68208.33
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68250.00
68291.67
68291.67
68291.67
68291.67
68291.67
68291.67
68333.33
68333.33
68333.33
68333.33
68333.33
68375.00
68375.00
68375.00
68375.00
68458.33
68500.00
68541.67
68583.33
68625.00
68666.67
68666.67
68708.33
68750.00
68750.00
68791.67
68791.67
68791.67
68791.67
68833.33
68833.33
68833.33
68833.33
68833.33
68833.33
68833.33
68875.00
68916.67
68916.67
68916.67
68916.67
68916.67
68958.33
69000.00
69083.33
69083.33
69083.33
69083.33
69083.33
69125.00
69125.00
69125.00
69166.67
69166.67
69208.33
69208.33
69208.33
69250.00
69250.00
69250.00
69291.67
69291.67
69333.33
69500.00
69500.00
69541.67
69541.67
69583.33
69583.33
69583.33
69666.67
69666.67
